10076	4	1
10081	4	2
10085	4	2
10090	4	3
10092	4	3
10103	4	1
10109	4	3
10112	4	1
10113	4	1
10125	4	1
10131	4	1
10136	4	2
10140	4	1
10146	4	1
10150	4	1
10152	4	2
10154	4	2
10158	4	2
10160	4	2
10165	4	1
10169	4	2
10170	4	1
10175	4	1
10182	4	1
10193	4	1
10199	4	1
10209	4	1
10212	4	1
10215	4	3
10221	4	2
10223	4	2
10233	4	1
10237	4	2
10239	4	2
10247	4	2
10251	4	3
10252	4	1
10254	4	1
10258	4	3
10263	4	2
10269	4	1
10277	4	2
10289	4	1
10290	4	1
10291	4	1
10303	4	2
10304	4	2
10305	4	3
10308	4	3
10312	4	1
10313	4	1
10315	4	1
10317	4	1
10319	4	2
10320	4	2
10321	4	2
10326	4	1
10328	4	1
10330	4	1
10332	4	2
10333	4	1
10337	4	2
10338	4	2
10348	4	1
10362	4	1
10376	4	1
10378	4	2
10383	4	2
10386	4	3
10399	4	2
10401	4	1
10404	4	3
10405	4	1
10410	4	1
10411	4	3
10424	4	2
10425	4	2
10432	4	1
10436	4	2
10440	4	1
10447	4	2
10449	4	2
10470	4	1
10475	4	2
10477	4	2
10484	4	2
10485	4	1
10488	4	1
10489	4	1
10491	4	1
10496	4	1
10499	4	1
10504	4	2
10514	4	1
10520	4	2
10523	4	2
10524	4	1
10544	4	1
10545	4	3
10552	4	1
10555	4	2
10561	4	1
10573	4	1
10581	4	1
10589	4	2
10592	4	3
10604	4	2
10606	4	1
10607	4	2
10617	4	1
10619	4	1
10620	4	2
10628	4	2
4774	2	3
11827	5	2
11830	5	2
11835	5	3
11857	5	3
11864	5	2
11866	5	3
11867	5	2
11874	5	2
11875	5	2
11880	5	2
11883	5	3
11885	5	1
11887	5	2
11892	5	2
11902	5	1
11907	5	2
11909	5	2
11918	5	2
11925	5	2
11928	5	3
11929	5	2
11934	5	2
11935	5	2
11938	5	3
11942	5	3
11946	5	2
11947	5	2
11953	5	1
11960	5	2
11967	5	2
11985	5	3
11988	5	2
11994	5	2
11996	5	2
12004	5	2
12008	5	2
12013	5	2
12017	5	2
12021	5	2
12028	5	3
12029	5	2
12050	5	1
12054	5	3
12058	5	3
12068	5	3
12075	5	2
12082	5	3
12085	5	2
12091	5	2
12094	5	2
12095	5	2
12102	5	3
12108	5	2
12109	5	2
12110	5	3
12112	5	2
12119	5	2
12120	5	2
12124	5	2
12128	5	3
12129	5	2
12130	5	2
12131	5	2
12132	5	3
12136	5	2
12152	5	2
12157	5	2
12158	5	2
12162	5	3
12163	5	2
12168	5	3
12175	5	2
12178	5	2
12188	5	3
12193	5	2
12195	5	2
12199	5	2
12202	5	2
12209	5	2
12212	5	3
12213	5	2
12216	5	3
12227	5	2
12230	5	2
12233	5	3
12235	5	2
12245	5	2
12248	5	3
12251	5	3
12255	5	2
12259	5	2
12262	5	2
12273	5	3
12280	5	2
12289	5	1
12305	5	2
12307	5	3
12313	5	3
12334	5	3
12337	5	2
12339	5	2
12352	5	3
12355	5	3
12358	5	2
12361	5	2
12363	5	2
12373	5	3
12382	5	2
12383	5	2
12398	5	2
12404	5	2
12420	5	3
12423	5	3
12425	5	3
12426	5	2
12429	5	2
12434	5	2
12439	5	3
12440	5	3
12446	5	3
12447	5	3
12449	5	2
12459	5	2
12461	5	2
12467	5	2
12470	5	3
12471	5	2
12476	5	2
12477	5	2
12480	5	2
12481	5	2
12482	5	3
12491	5	2
12498	5	3
12499	5	2
12501	5	3
12506	5	2
12510	5	2
12520	5	3
12525	5	2
12527	5	1
12529	5	3
12530	5	3
12535	5	3
12540	5	2
12545	5	2
12552	5	1
12560	5	2
12563	5	2
12577	5	2
12586	5	2
12591	5	3
12595	5	2
12596	5	2
12605	5	3
12606	5	1
12613	5	3
12616	5	2
12618	5	2
12628	5	2
12631	5	3
12635	5	2
12637	5	3
12639	5	2
12646	5	2
12647	5	2
12648	5	2
12650	5	2
12654	5	2
12655	5	2
12666	5	1
12673	5	3
12685	5	2
12687	5	1
12695	5	2
12708	5	2
12714	5	1
12718	5	1
12721	5	2
12726	5	1
12727	5	2
12731	5	2
12739	5	2
12748	5	2
12768	5	1
12769	5	2
12775	5	2
12777	5	2
12780	5	2
12782	5	2
12789	5	2
12795	5	1
12797	5	2
12809	5	2
12812	5	2
12813	5	2
12814	5	3
12820	5	1
12823	5	2
12824	5	2
12830	5	2
12833	5	2
12837	5	2
12847	5	2
12853	5	2
12855	5	2
12864	5	1
12865	5	2
12868	5	2
12878	5	2
12884	5	2
12895	5	2
12897	5	2
12900	5	2
12906	5	1
12931	5	2
12936	5	2
12942	5	2
12950	5	2
12954	5	3
12959	5	3
12965	5	2
12970	5	3
12992	5	3
13003	5	2
13005	5	2
13006	5	2
13008	5	2
13021	5	3
13022	5	3
13030	5	2
13031	5	2
13032	5	2
13036	5	2
13040	5	2
13042	5	1
13046	5	2
13047	5	3
13050	5	3
13052	5	3
13056	5	3
13061	5	2
13075	5	2
13077	5	2
13079	5	3
13083	5	3
13086	5	2
13093	5	3
13094	5	2
13096	5	2
13098	5	1
13117	5	2
13129	5	3
13131	5	2
13135	5	2
13141	5	3
13142	5	2
13144	5	3
13149	5	3
13155	5	3
13161	5	2
13174	5	1
13179	5	2
13194	5	3
13196	5	3
13198	5	2
13201	5	1
13222	5	2
13224	5	2
13225	5	2
13228	5	1
13229	5	2
13230	5	2
13234	5	2
13237	5	3
13243	5	3
13247	5	2
13250	5	3
13257	5	2
13264	5	2
13265	5	2
13267	5	2
13270	5	2
13276	5	2
13290	5	2
13291	5	2
13294	5	2
13301	5	2
13302	5	2
13303	5	1
13307	5	3
13308	5	2
13315	5	2
13316	5	2
13318	5	2
13323	5	2
13324	5	2
13330	5	3
13332	5	1
13334	5	3
13338	5	2
13344	5	2
13345	5	3
13346	5	3
13353	5	2
13362	5	2
13364	5	2
13368	5	1
13369	5	2
13370	5	2
13377	5	2
13381	5	1
13389	5	3
13400	5	2
13424	5	2
13437	5	3
13448	5	2
13451	5	1
13454	5	3
13459	5	2
13461	5	2
13462	5	3
13464	5	3
13466	5	2
13471	5	3
13473	5	1
13474	5	1
13478	5	2
13480	5	3
13490	5	3
13503	5	2
13507	5	2
13508	5	2
13511	5	3
13520	5	2
13532	5	3
13541	5	2
13542	5	2
13544	5	2
13547	5	3
13548	5	2
13550	5	2
13557	5	3
13570	5	2
13575	5	2
13577	5	2
13578	5	2
13580	5	3
13582	5	2
13592	5	2
13602	5	2
13605	5	2
13608	5	2
13610	5	2
13613	5	2
13614	5	2
13619	5	2
13620	5	3
13624	5	2
13628	5	2
19545	7	2
19546	7	2
14834	6	2
14837	6	2
14842	6	2
14864	6	3
14871	6	2
14873	6	2
14874	6	2
14881	6	2
14882	6	3
14887	6	3
14890	6	2
14892	6	3
14894	6	3
14899	6	2
14909	6	2
14914	6	3
14916	6	2
14925	6	2
14932	6	3
14935	6	2
14936	6	2
14941	6	3
14942	6	3
14945	6	1
14949	6	1
14953	6	3
14954	6	2
14960	6	2
14967	6	3
14974	6	2
14992	6	2
14995	6	3
15001	6	3
15003	6	2
15011	6	3
15015	6	2
15020	6	2
15024	6	2
15028	6	2
15035	6	2
15036	6	2
15057	6	1
15061	6	2
15065	6	2
15075	6	2
15082	6	3
15089	6	3
15092	6	2
15098	6	2
15101	6	2
15102	6	3
15109	6	2
15115	6	2
15116	6	2
15117	6	2
15119	6	2
15126	6	1
15127	6	3
15131	6	2
15135	6	2
15136	6	2
15137	6	3
15138	6	3
15139	6	3
15143	6	2
15159	6	3
15164	6	3
15165	6	2
15169	6	3
15170	6	2
15175	6	3
15182	6	3
15185	6	1
15195	6	2
15200	6	2
15202	6	2
15206	6	2
15209	6	2
15216	6	2
15219	6	2
15220	6	3
15223	6	3
15234	6	3
15237	6	2
15240	6	1
15242	6	3
15252	6	2
15255	6	2
15258	6	1
15262	6	2
15266	6	2
15268	6	1
15269	6	1
15276	6	3
15280	6	2
15281	6	2
15296	6	3
15298	6	2
15312	6	3
15341	6	2
15344	6	3
15346	6	2
15359	6	2
15361	6	2
15362	6	1
15365	6	2
15369	6	2
15370	6	2
15371	6	1
15380	6	2
15381	6	2
15387	6	2
15390	6	1
15395	6	2
15405	6	2
15407	6	2
15427	6	2
15430	6	3
15433	6	3
15436	6	3
15442	6	3
15446	6	3
15447	6	3
15448	6	3
15453	6	2
15465	6	3
15466	6	3
15474	6	3
15481	6	2
15483	6	2
15484	6	3
15488	6	2
15493	6	2
15494	6	2
15495	6	3
15503	6	2
15506	6	3
15509	6	3
15513	6	2
15532	6	1
15536	6	1
15539	6	2
15559	6	2
15563	6	2
15576	6	3
15579	6	2
15582	6	3
15595	6	2
15597	6	3
15598	6	2
15606	6	3
15608	6	2
15613	6	3
15625	6	2
15636	6	2
15638	6	1
15642	6	3
15649	6	1
15650	6	2
15653	6	3
15657	6	2
15658	6	3
15659	6	2
15660	6	2
15661	6	1
15674	6	3
15686	6	2
15692	6	3
15697	6	2
15706	6	2
15708	6	3
15715	6	3
15721	6	2
15724	6	2
15729	6	3
15733	6	1
15734	6	2
15738	6	1
15755	6	1
15759	6	2
15760	6	2
15776	6	3
15784	6	2
15786	6	3
15791	6	2
15793	6	2
15795	6	2
15800	6	3
15813	6	3
15816	6	2
15817	6	2
15818	6	2
15819	6	3
15824	6	3
15827	6	3
15828	6	2
15830	6	2
15837	6	2
15840	6	3
15843	6	2
15846	6	3
15848	6	3
15851	6	2
15869	6	2
15870	6	3
15872	6	1
15875	6	1
15882	6	3
15885	6	2
15893	6	2
15894	6	2
15904	6	2
15907	6	2
15908	6	2
15914	6	2
15916	6	2
15917	6	1
15919	6	2
15926	6	2
15927	6	3
15934	6	2
15936	6	2
15939	6	1
15952	6	3
15953	6	1
15957	6	3
15962	6	2
15968	6	2
15975	6	3
15986	6	2
15996	6	2
15997	6	2
16006	6	2
16011	6	2
16017	6	3
16018	6	2
16035	6	3
16037	6	2
16039	6	2
16047	6	3
16049	6	3
16053	6	2
16059	6	1
16062	6	3
16078	6	1
16079	6	2
