10076	4	1
10081	4	2
10085	4	2
10090	4	3
10092	4	4
10103	4	1
10109	4	2
10112	4	1
10113	4	1
10125	4	2
10131	4	0
10136	4	2
10140	4	1
10146	4	1
10150	4	1
10152	4	2
10154	4	2
10158	4	2
10160	4	3
10165	4	1
10169	4	2
10170	4	1
10175	4	1
10182	4	1
10193	4	1
10199	4	1
10209	4	1
10212	4	1
10215	4	3
10221	4	2
10223	4	2
10233	4	1
10237	4	2
10239	4	2
10247	4	2
10251	4	3
10252	4	0
10254	4	1
10258	4	3
10263	4	2
10269	4	1
10277	4	2
10289	4	1
10290	4	1
10291	4	2
10303	4	2
10304	4	1
10305	4	3
10308	4	3
10312	4	1
10313	4	1
10315	4	1
10317	4	1
10319	4	3
10320	4	3
10321	4	3
10326	4	1
10328	4	1
10330	4	1
10332	4	2
10333	4	1
10337	4	2
10338	4	2
10348	4	1
10362	4	1
10376	4	1
10378	4	2
10383	4	2
10386	4	4
10399	4	2
10401	4	1
10404	4	4
10405	4	1
10410	4	2
10411	4	4
10424	4	3
10425	4	2
10432	4	1
10436	4	3
10440	4	1
10447	4	3
10449	4	2
10470	4	1
10475	4	3
10477	4	3
10484	4	2
10485	4	2
10488	4	1
10489	4	2
10491	4	1
10496	4	2
10499	4	1
10504	4	2
10514	4	1
10520	4	2
10523	4	2
10524	4	1
10544	4	1
10545	4	3
10552	4	0
10555	4	2
10561	4	1
10573	4	1
10581	4	1
10589	4	3
10592	4	5
10604	4	3
10606	4	0
10607	4	1
10617	4	0
10619	4	1
10620	4	2
10628	4	2
4774	2	4
11827	5	3
11830	5	2
11835	5	3
11857	5	4
11864	5	2
11866	5	4
11867	5	2
11874	5	3
11875	5	2
11880	5	1
11883	5	3
11885	5	2
11887	5	2
11892	5	2
11902	5	1
11907	5	1
11909	5	2
11918	5	2
11925	5	2
11928	5	3
11929	5	3
11934	5	2
11935	5	2
11938	5	3
11942	5	3
11946	5	3
11947	5	2
11953	5	1
11960	5	3
11967	5	1
11985	5	3
11988	5	3
11994	5	2
11996	5	3
12004	5	2
12008	5	2
12013	5	2
12017	5	1
12021	5	2
12028	5	3
12029	5	2
12050	5	1
12054	5	3
12058	5	3
12068	5	3
12075	5	2
12082	5	4
12085	5	3
12091	5	3
12094	5	2
12095	5	1
12102	5	3
12108	5	3
12109	5	3
12110	5	3
12112	5	2
12119	5	2
12120	5	3
12124	5	2
12128	5	3
12129	5	1
12130	5	2
12131	5	3
12132	5	3
12136	5	2
12152	5	3
12157	5	2
12158	5	2
12162	5	4
12163	5	1
12168	5	3
12175	5	3
12178	5	2
12188	5	3
12193	5	2
12195	5	1
12199	5	2
12202	5	1
12209	5	1
12212	5	4
12213	5	3
12216	5	3
12227	5	1
12230	5	2
12233	5	3
12235	5	3
12245	5	2
12248	5	3
12251	5	3
12255	5	2
12259	5	2
12262	5	2
12273	5	3
12280	5	2
12289	5	1
12305	5	3
12307	5	3
12313	5	3
12334	5	3
12337	5	2
12339	5	2
12352	5	4
12355	5	4
12358	5	2
12361	5	2
12363	5	2
12373	5	3
12382	5	1
12383	5	3
12398	5	3
12404	5	3
12420	5	3
12423	5	3
12425	5	3
12426	5	2
12429	5	3
12434	5	2
12439	5	3
12440	5	3
12446	5	3
12447	5	4
12449	5	3
12459	5	3
12461	5	1
12467	5	2
12470	5	4
12471	5	2
12476	5	2
12477	5	2
12480	5	2
12481	5	3
12482	5	4
12491	5	2
12498	5	5
12499	5	2
12501	5	3
12506	5	1
12510	5	2
12520	5	3
12525	5	3
12527	5	1
12529	5	4
12530	5	4
12535	5	3
12540	5	2
12545	5	2
12552	5	1
12560	5	2
12563	5	1
12577	5	2
12586	5	3
12591	5	3
12595	5	2
12596	5	3
12605	5	3
12606	5	1
12613	5	3
12616	5	2
12618	5	3
12628	5	2
12631	5	3
12635	5	2
12637	5	3
12639	5	2
12646	5	2
12647	5	2
12648	5	2
12650	5	3
12654	5	2
12655	5	3
12666	5	2
12673	5	3
12685	5	2
12687	5	1
12695	5	2
12708	5	2
12714	5	1
12718	5	1
12721	5	2
12726	5	0
12727	5	3
12731	5	1
12739	5	2
12748	5	2
12768	5	2
12769	5	2
12775	5	2
12777	5	2
12780	5	3
12782	5	2
12789	5	2
12795	5	1
12797	5	3
12809	5	1
12812	5	3
12813	5	3
12814	5	3
12820	5	1
12823	5	2
12824	5	3
12830	5	3
12833	5	2
12837	5	3
12847	5	2
12853	5	2
12855	5	2
12864	5	2
12865	5	2
12868	5	1
12878	5	2
12884	5	2
12895	5	2
12897	5	2
12900	5	2
12906	5	1
12931	5	3
12936	5	2
12942	5	1
12950	5	2
12954	5	3
12959	5	3
12965	5	3
12970	5	3
12992	5	4
13003	5	2
13005	5	1
13006	5	2
13008	5	2
13021	5	3
13022	5	3
13030	5	3
13031	5	1
13032	5	2
13036	5	3
13040	5	2
13042	5	1
13046	5	3
13047	5	4
13050	5	3
13052	5	3
13056	5	3
13061	5	2
13075	5	2
13077	5	1
13079	5	6
13083	5	3
13086	5	3
13093	5	5
13094	5	2
13096	5	2
13098	5	1
13117	5	1
13129	5	3
13131	5	2
13135	5	1
13141	5	3
13142	5	1
13144	5	3
13149	5	3
13155	5	3
13161	5	2
13174	5	1
13179	5	3
13194	5	3
13196	5	3
13198	5	2
13201	5	1
13222	5	2
13224	5	2
13225	5	2
13228	5	1
13229	5	2
13230	5	2
13234	5	3
13237	5	3
13243	5	3
13247	5	2
13250	5	3
13257	5	2
13264	5	3
13265	5	2
13267	5	2
13270	5	2
13276	5	3
13290	5	2
13291	5	2
13294	5	3
13301	5	2
13302	5	2
13303	5	1
13307	5	3
13308	5	2
13315	5	2
13316	5	2
13318	5	2
13323	5	2
13324	5	2
13330	5	4
13332	5	1
13334	5	4
13338	5	2
13344	5	3
13345	5	3
13346	5	3
13353	5	2
13362	5	2
13364	5	3
13368	5	2
13369	5	2
13370	5	1
13377	5	2
13381	5	2
13389	5	3
13400	5	2
13424	5	2
13437	5	3
13448	5	1
13451	5	2
13454	5	3
13459	5	2
13461	5	2
13462	5	3
13464	5	3
13466	5	2
13471	5	3
13473	5	1
13474	5	1
13478	5	2
13480	5	3
13490	5	4
13503	5	3
13507	5	2
13508	5	2
13511	5	3
13520	5	2
13532	5	3
13541	5	3
13542	5	2
13544	5	2
13547	5	4
13548	5	2
13550	5	2
13557	5	4
13570	5	3
13575	5	1
13577	5	2
13578	5	3
13580	5	3
13582	5	3
13592	5	2
13602	5	2
13605	5	3
13608	5	2
13610	5	2
13613	5	2
13614	5	3
13619	5	3
13620	5	3
13624	5	2
13628	5	1
19545	7	2
19546	7	2
14834	6	3
14837	6	4
14842	6	3
14864	6	4
14871	6	4
14873	6	3
14874	6	2
14881	6	4
14882	6	5
14887	6	4
14890	6	4
14892	6	5
14894	6	4
14899	6	3
14909	6	3
14914	6	4
14916	6	4
14925	6	3
14932	6	4
14935	6	3
14936	6	3
14941	6	4
14942	6	5
14945	6	2
14949	6	2
14953	6	4
14954	6	3
14960	6	4
14967	6	5
14974	6	3
14992	6	3
14995	6	4
15001	6	4
15003	6	3
15011	6	4
15015	6	3
15020	6	3
15024	6	3
15028	6	2
15035	6	3
15036	6	3
15057	6	2
15061	6	3
15065	6	3
15075	6	2
15082	6	4
15089	6	5
15092	6	4
15098	6	3
15101	6	4
15102	6	3
15109	6	4
15115	6	4
15116	6	3
15117	6	2
15119	6	3
15126	6	1
15127	6	4
15131	6	3
15135	6	3
15136	6	4
15137	6	5
15138	6	4
15139	6	4
15143	6	2
15159	6	5
15164	6	4
15165	6	3
15169	6	5
15170	6	3
15175	6	4
15182	6	5
15185	6	2
15195	6	2
15200	6	4
15202	6	3
15206	6	3
15209	6	4
15216	6	3
15219	6	3
15220	6	4
15223	6	4
15234	6	5
15237	6	3
15240	6	2
15242	6	5
15252	6	3
15255	6	2
15258	6	2
15262	6	3
15266	6	3
15268	6	1
15269	6	2
15276	6	4
15280	6	3
15281	6	4
15296	6	5
15298	6	3
15312	6	4
15341	6	4
15344	6	4
15346	6	4
15359	6	3
15361	6	4
15362	6	2
15365	6	4
15369	6	4
15370	6	3
15371	6	2
15380	6	3
15381	6	3
15387	6	3
15390	6	2
15395	6	3
15405	6	2
15407	6	3
15427	6	3
15430	6	6
15433	6	4
15436	6	5
15442	6	4
15446	6	4
15447	6	5
15448	6	4
15453	6	4
15465	6	5
15466	6	5
15474	6	5
15481	6	4
15483	6	2
15484	6	5
15488	6	3
15493	6	3
15494	6	5
15495	6	5
15503	6	4
15506	6	5
15509	6	5
15513	6	2
15532	6	2
15536	6	2
15539	6	4
15559	6	3
15563	6	3
15576	6	4
15579	6	2
15582	6	5
15595	6	4
15597	6	4
15598	6	3
15606	6	4
15608	6	3
15613	6	4
15625	6	3
15636	6	3
15638	6	2
15642	6	4
15649	6	2
15650	6	3
15653	6	5
15657	6	3
15658	6	4
15659	6	3
15660	6	3
15661	6	2
15674	6	4
15686	6	4
15692	6	4
15697	6	3
15706	6	4
15708	6	5
15715	6	4
15721	6	4
15724	6	3
15729	6	4
15733	6	1
15734	6	3
15738	6	2
15755	6	2
15759	6	3
15760	6	3
15776	6	5
15784	6	3
15786	6	4
15791	6	3
15793	6	2
15795	6	3
15800	6	4
15813	6	4
15816	6	4
15817	6	4
15818	6	3
15819	6	4
15824	6	6
15827	6	5
15828	6	3
15830	6	4
15837	6	3
15840	6	6
15843	6	5
15846	6	5
15848	6	6
15851	6	3
15869	6	3
15870	6	4
15872	6	2
15875	6	2
15882	6	4
15885	6	4
15893	6	3
15894	6	3
15904	6	3
15907	6	3
15908	6	3
15914	6	3
15916	6	4
15917	6	2
15919	6	3
15926	6	3
15927	6	5
15934	6	3
15936	6	4
15939	6	2
15952	6	4
15953	6	2
15957	6	4
15962	6	4
15968	6	3
15975	6	5
15986	6	3
15996	6	3
15997	6	4
16006	6	4
16011	6	3
16017	6	4
16018	6	3
16035	6	4
16037	6	3
16039	6	3
16047	6	4
16049	6	5
16053	6	4
16059	6	1
16062	6	4
16078	6	2
16079	6	3
